Country Name,Country Code,Indicator Name,Indicator Code,year_int,value
Croatia,HRV,Rule of Law: Estimate,RL.EST,2012,0.145079001784325
Croatia,HRV,Voice and Accountability: Estimate,VA.EST,2012,0.540830552577972
Cyprus,CYP,Control of Corruption: Estimate,CC.EST,2012,1.24330234527588
Cyprus,CYP,Government Effectiveness: Estimate,GE.EST,2012,1.38360106945038
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.635126054286957
Cyprus,CYP,Regulatory Quality: Estimate,RQ.EST,2012,1.12454509735107
Cyprus,CYP,Rule of Law: Estimate,RL.EST,2012,1.09355938434601
Cyprus,CYP,Voice and Accountability: Estimate,VA.EST,2012,1.02202355861664
Czechia,CZE,Control of Corruption: Estimate,CC.EST,2012,0.310179650783539
Czechia,CZE,Government Effectiveness: Estimate,GE.EST,2012,0.921718597412109
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,1.05410611629486
Czechia,CZE,Regulatory Quality: Estimate,RQ.EST,2012,1.05303382873535
Czechia,CZE,Rule of Law: Estimate,RL.EST,2012,1.02260160446167
Czechia,CZE,Voice and Accountability: Estimate,VA.EST,2012,0.970379710197449
Denmark,DNK,Control of Corruption: Estimate,CC.EST,2012,2.3824622631073
Denmark,DNK,Government Effectiveness: Estimate,GE.EST,2012,1.98699104785919
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.914910674095154
Denmark,DNK,Regulatory Quality: Estimate,RQ.EST,2012,1.79916131496429
Denmark,DNK,Rule of Law: Estimate,RL.EST,2012,1.87506687641144
Denmark,DNK,Voice and Accountability: Estimate,VA.EST,2012,1.67411422729492
Estonia,EST,Control of Corruption: Estimate,CC.EST,2012,1.08829832077026
Estonia,EST,Government Effectiveness: Estimate,GE.EST,2012,0.945922076702118
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.636465191841125
Estonia,EST,Regulatory Quality: Estimate,RQ.EST,2012,1.4102840423584
Estonia,EST,Rule of Law: Estimate,RL.EST,2012,1.15094149112701
Estonia,EST,Voice and Accountability: Estimate,VA.EST,2012,1.11192464828491
Finland,FIN,Control of Corruption: Estimate,CC.EST,2012,2.22684669494629
Finland,FIN,Government Effectiveness: Estimate,GE.EST,2012,2.2103111743927
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,1.40076518058777
Finland,FIN,Regulatory Quality: Estimate,RQ.EST,2012,1.8215891122818
Finland,FIN,Rule of Law: Estimate,RL.EST,2012,1.94403350353241
Finland,FIN,Voice and Accountability: Estimate,VA.EST,2012,1.60069715976715
France,FRA,Control of Corruption: Estimate,CC.EST,2012,1.4719694852829
France,FRA,Government Effectiveness: Estimate,GE.EST,2012,1.37338125705719
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.554941534996033
France,FRA,Regulatory Quality: Estimate,RQ.EST,2012,1.12417411804199
France,FRA,Rule of Law: Estimate,RL.EST,2012,1.43693244457245
France,FRA,Voice and Accountability: Estimate,VA.EST,2012,1.23810577392578
Germany,DEU,Control of Corruption: Estimate,CC.EST,2012,1.81763017177582
Germany,DEU,Government Effectiveness: Estimate,GE.EST,2012,1.53097581863403
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.775621294975281
Germany,DEU,Regulatory Quality: Estimate,RQ.EST,2012,1.52908289432526
Germany,DEU,Rule of Law: Estimate,RL.EST,2012,1.66923201084137
Germany,DEU,Voice and Accountability: Estimate,VA.EST,2012,1.39373803138733
Greece,GRC,Control of Corruption: Estimate,CC.EST,2012,-0.19037801027298
Greece,GRC,Government Effectiveness: Estimate,GE.EST,2012,0.276448935270309
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,-0.217248693108559
Greece,GRC,Regulatory Quality: Estimate,RQ.EST,2012,0.521992683410645
Greece,GRC,Rule of Law: Estimate,RL.EST,2012,0.388231575489044
Greece,GRC,Voice and Accountability: Estimate,VA.EST,2012,0.700790524482727
Hungary,HUN,Control of Corruption: Estimate,CC.EST,2012,0.298703163862228
Hungary,HUN,Government Effectiveness: Estimate,GE.EST,2012,0.608617842197418
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.675794780254364
Hungary,HUN,Regulatory Quality: Estimate,RQ.EST,2012,0.982062160968781
Hungary,HUN,Rule of Law: Estimate,RL.EST,2012,0.611102879047394
Hungary,HUN,Voice and Accountability: Estimate,VA.EST,2012,0.749367654323578
Ireland,IRL,Control of Corruption: Estimate,CC.EST,2012,1.45570015907288
Ireland,IRL,Government Effectiveness: Estimate,GE.EST,2012,1.53906953334808
Ireland,IRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.941072702407837
Ireland,IRL,Regulatory Quality: Estimate,RQ.EST,2012,1.56388533115387
Ireland,IRL,Rule of Law: Estimate,RL.EST,2012,1.7272036075592
Ireland,IRL,Voice and Accountability: Estimate,VA.EST,2012,1.32252132892609
Italy,ITA,Control of Corruption: Estimate,CC.EST,2012,0.172010645270348
Italy,ITA,Government Effectiveness: Estimate,GE.EST,2012,0.447511166334152
Italy,ITA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.508217513561249
Italy,ITA,Regulatory Quality: Estimate,RQ.EST,2012,0.744578301906586
Italy,ITA,Rule of Law: Estimate,RL.EST,2012,0.425940155982971
Italy,ITA,Voice and Accountability: Estimate,VA.EST,2012,0.916809260845184
Latvia,LVA,Control of Corruption: Estimate,CC.EST,2012,0.238223135471344
Latvia,LVA,Government Effectiveness: Estimate,GE.EST,2012,0.828348100185394
Latvia,LVA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.453626722097397
Latvia,LVA,Regulatory Quality: Estimate,RQ.EST,2012,1.01062679290771
Latvia,LVA,Rule of Law: Estimate,RL.EST,2012,0.779922068119049
Latvia,LVA,Voice and Accountability: Estimate,VA.EST,2012,0.775515556335449
Lithuania,LTU,Control of Corruption: Estimate,CC.EST,2012,0.386670023202896
Lithuania,LTU,Government Effectiveness: Estimate,GE.EST,2012,0.826729953289032
Lithuania,LTU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.786209881305695
Lithuania,LTU,Regulatory Quality: Estimate,RQ.EST,2012,1.117751121521
Lithuania,LTU,Rule of Law: Estimate,RL.EST,2012,0.844753980636597
Lithuania,LTU,Voice and Accountability: Estimate,VA.EST,2012,0.92950963973999
Luxembourg,LUX,Control of Corruption: Estimate,CC.EST,2012,2.1143639087677
Luxembourg,LUX,Government Effectiveness: Estimate,GE.EST,2012,1.66362190246582
Luxembourg,LUX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,1.33191883563995
Luxembourg,LUX,Regulatory Quality: Estimate,RQ.EST,2012,1.75988602638245
Luxembourg,LUX,Rule of Law: Estimate,RL.EST,2012,1.79168510437012
Luxembourg,LUX,Voice and Accountability: Estimate,VA.EST,2012,1.64990067481995
Malta,MLT,Control of Corruption: Estimate,CC.EST,2012,0.935569167137146
Malta,MLT,Government Effectiveness: Estimate,GE.EST,2012,1.24083888530731
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,1.06507515907288
Malta,MLT,Regulatory Quality: Estimate,RQ.EST,2012,1.32131969928741
Malta,MLT,Rule of Law: Estimate,RL.EST,2012,1.33850824832916
Malta,MLT,Voice and Accountability: Estimate,VA.EST,2012,1.16538798809052
Netherlands,NLD,Control of Corruption: Estimate,CC.EST,2012,2.09058332443237
Netherlands,NLD,Government Effectiveness: Estimate,GE.EST,2012,1.83936905860901
Netherlands,NLD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,1.18746471405029
Netherlands,NLD,Regulatory Quality: Estimate,RQ.EST,2012,1.7455050945282
Netherlands,NLD,Rule of Law: Estimate,RL.EST,2012,1.85268175601959
Netherlands,NLD,Voice and Accountability: Estimate,VA.EST,2012,1.60558545589447
Poland,POL,Control of Corruption: Estimate,CC.EST,2012,0.659753620624542
Poland,POL,Government Effectiveness: Estimate,GE.EST,2012,0.657871425151825
Poland,POL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,1.04947865009308
Poland,POL,Regulatory Quality: Estimate,RQ.EST,2012,0.996395766735077
Poland,POL,Rule of Law: Estimate,RL.EST,2012,0.817868530750275
Poland,POL,Voice and Accountability: Estimate,VA.EST,2012,1.06427574157715
Portugal,PRT,Control of Corruption: Estimate,CC.EST,2012,0.955447733402252
Portugal,PRT,Government Effectiveness: Estimate,GE.EST,2012,1.00191485881805
Portugal,PRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.775272607803345
Portugal,PRT,Regulatory Quality: Estimate,RQ.EST,2012,0.821372985839844
Portugal,PRT,Rule of Law: Estimate,RL.EST,2012,1.03611195087433
Portugal,PRT,Voice and Accountability: Estimate,VA.EST,2012,1.02852833271027
Romania,ROU,Control of Corruption: Estimate,CC.EST,2012,-0.381443470716476
Romania,ROU,Government Effectiveness: Estimate,GE.EST,2012,-0.169484630227089
Romania,ROU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.0823415592312813
Romania,ROU,Regulatory Quality: Estimate,RQ.EST,2012,0.564533114433289
Romania,ROU,Rule of Law: Estimate,RL.EST,2012,0.0929005369544029
Romania,ROU,Voice and Accountability: Estimate,VA.EST,2012,0.318529605865479
Slovak Republic,SVK,Control of Corruption: Estimate,CC.EST,2012,0.0692804977297783
Slovak Republic,SVK,Government Effectiveness: Estimate,GE.EST,2012,0.781547546386719
Slovak Republic,SVK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,1.08840095996857
Slovak Republic,SVK,Regulatory Quality: Estimate,RQ.EST,2012,1.04090666770935
Slovak Republic,SVK,Rule of Law: Estimate,RL.EST,2012,0.485911756753922
Slovak Republic,SVK,Voice and Accountability: Estimate,VA.EST,2012,0.973016917705536
Slovenia,SVN,Control of Corruption: Estimate,CC.EST,2012,0.832158982753754
Slovenia,SVN,Government Effectiveness: Estimate,GE.EST,2012,1.018315076828
Slovenia,SVN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,0.935110688209534
Slovenia,SVN,Regulatory Quality: Estimate,RQ.EST,2012,0.625475347042084
Slovenia,SVN,Rule of Law: Estimate,RL.EST,2012,1.00906705856323
Slovenia,SVN,Voice and Accountability: Estimate,VA.EST,2012,0.999778091907501
Spain,ESP,Control of Corruption: Estimate,CC.EST,2012,1.17040634155273
Spain,ESP,Government Effectiveness: Estimate,GE.EST,2012,1.05716216564178
Spain,ESP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,-0.0295164491981268
Spain,ESP,Regulatory Quality: Estimate,RQ.EST,2012,0.947154939174652
Spain,ESP,Rule of Law: Estimate,RL.EST,2012,1.03779828548431
Spain,ESP,Voice and Accountability: Estimate,VA.EST,2012,1.06417882442474
Sweden,SWE,Control of Corruption: Estimate,CC.EST,2012,2.27712059020996
Sweden,SWE,Government Effectiveness: Estimate,GE.EST,2012,1.91103565692902
Sweden,SWE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2012,1.17059719562531
Sweden,SWE,Regulatory Quality: Estimate,RQ.EST,2012,1.90003883838654
Sweden,SWE,Rule of Law: Estimate,RL.EST,2012,1.92827761173248
Sweden,SWE,Voice and Accountability: Estimate,VA.EST,2012,1.69035804271698
Austria,AUT,Control of Corruption: Estimate,CC.EST,2013,1.53727698326111
Austria,AUT,Government Effectiveness: Estimate,GE.EST,2013,1.57137954235077
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,1.36410057544708
Austria,AUT,Regulatory Quality: Estimate,RQ.EST,2013,1.48221373558044
Austria,AUT,Rule of Law: Estimate,RL.EST,2013,1.83409059047699
Austria,AUT,Voice and Accountability: Estimate,VA.EST,2013,1.45652639865875
Belgium,BEL,Control of Corruption: Estimate,CC.EST,2013,1.60431730747223
Belgium,BEL,Government Effectiveness: Estimate,GE.EST,2013,1.70195496082306
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.940082728862762
Belgium,BEL,Regulatory Quality: Estimate,RQ.EST,2013,1.28374707698822
Belgium,BEL,Rule of Law: Estimate,RL.EST,2013,1.45676612854004
Belgium,BEL,Voice and Accountability: Estimate,VA.EST,2013,1.37298619747162
Bulgaria,BGR,Control of Corruption: Estimate,CC.EST,2013,-0.327892512083054
Bulgaria,BGR,Government Effectiveness: Estimate,GE.EST,2013,-0.0132329864427447
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.170710384845734
Bulgaria,BGR,Regulatory Quality: Estimate,RQ.EST,2013,0.549109816551208
Bulgaria,BGR,Rule of Law: Estimate,RL.EST,2013,-0.147255629301071
Bulgaria,BGR,Voice and Accountability: Estimate,VA.EST,2013,0.337255388498306
Croatia,HRV,Control of Corruption: Estimate,CC.EST,2013,0.107450112700462
Croatia,HRV,Government Effectiveness: Estimate,GE.EST,2013,0.675364792346954
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.642667889595032
Croatia,HRV,Regulatory Quality: Estimate,RQ.EST,2013,0.369632989168167
Croatia,HRV,Rule of Law: Estimate,RL.EST,2013,0.177962198853493
Croatia,HRV,Voice and Accountability: Estimate,VA.EST,2013,0.513696014881134
Cyprus,CYP,Control of Corruption: Estimate,CC.EST,2013,1.23852777481079
Cyprus,CYP,Government Effectiveness: Estimate,GE.EST,2013,1.35990357398987
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.563347160816193
Cyprus,CYP,Regulatory Quality: Estimate,RQ.EST,2013,0.910857200622559
Cyprus,CYP,Rule of Law: Estimate,RL.EST,2013,1.02995848655701
Cyprus,CYP,Voice and Accountability: Estimate,VA.EST,2013,0.980770349502563
Czechia,CZE,Control of Corruption: Estimate,CC.EST,2013,0.299111813306808
Czechia,CZE,Government Effectiveness: Estimate,GE.EST,2013,0.915809273719788
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,1.08477854728699
Czechia,CZE,Regulatory Quality: Estimate,RQ.EST,2013,1.07856404781342
Czechia,CZE,Rule of Law: Estimate,RL.EST,2013,1.02387058734894
Czechia,CZE,Voice and Accountability: Estimate,VA.EST,2013,0.98448371887207
Denmark,DNK,Control of Corruption: Estimate,CC.EST,2013,2.39937782287598
Denmark,DNK,Government Effectiveness: Estimate,GE.EST,2013,1.94326293468475
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.959233462810516
Denmark,DNK,Regulatory Quality: Estimate,RQ.EST,2013,1.80028736591339
Denmark,DNK,Rule of Law: Estimate,RL.EST,2013,1.90228533744812
Denmark,DNK,Voice and Accountability: Estimate,VA.EST,2013,1.66623783111572
Estonia,EST,Control of Corruption: Estimate,CC.EST,2013,1.18144452571869
Estonia,EST,Government Effectiveness: Estimate,GE.EST,2013,0.966788172721863
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.748215436935425
Estonia,EST,Regulatory Quality: Estimate,RQ.EST,2013,1.4392409324646
Estonia,EST,Rule of Law: Estimate,RL.EST,2013,1.19137024879456
Estonia,EST,Voice and Accountability: Estimate,VA.EST,2013,1.11682975292206
Finland,FIN,Control of Corruption: Estimate,CC.EST,2013,2.20024275779724
Finland,FIN,Government Effectiveness: Estimate,GE.EST,2013,2.18062210083008
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,1.38517248630524
Finland,FIN,Regulatory Quality: Estimate,RQ.EST,2013,1.84167218208313
Finland,FIN,Rule of Law: Estimate,RL.EST,2013,1.95568263530731
Finland,FIN,Voice and Accountability: Estimate,VA.EST,2013,1.5736231803894
France,FRA,Control of Corruption: Estimate,CC.EST,2013,1.30433368682861
France,FRA,Government Effectiveness: Estimate,GE.EST,2013,1.48205244541168
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.448744118213654
France,FRA,Regulatory Quality: Estimate,RQ.EST,2013,1.14989483356476
France,FRA,Rule of Law: Estimate,RL.EST,2013,1.40236282348633
France,FRA,Voice and Accountability: Estimate,VA.EST,2013,1.21920275688171
Germany,DEU,Control of Corruption: Estimate,CC.EST,2013,1.79800081253052
Germany,DEU,Government Effectiveness: Estimate,GE.EST,2013,1.51041460037231
Germany,DEU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.92798388004303
Germany,DEU,Regulatory Quality: Estimate,RQ.EST,2013,1.54434037208557
Germany,DEU,Rule of Law: Estimate,RL.EST,2013,1.64198386669159
Germany,DEU,Voice and Accountability: Estimate,VA.EST,2013,1.40613043308258
Greece,GRC,Control of Corruption: Estimate,CC.EST,2013,-0.0754430443048477
Greece,GRC,Government Effectiveness: Estimate,GE.EST,2013,0.357173413038254
Greece,GRC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,-0.171341717243195
Greece,GRC,Regulatory Quality: Estimate,RQ.EST,2013,0.628217577934265
Greece,GRC,Rule of Law: Estimate,RL.EST,2013,0.467316538095474
Greece,GRC,Voice and Accountability: Estimate,VA.EST,2013,0.687213718891144
Hungary,HUN,Control of Corruption: Estimate,CC.EST,2013,0.293921649456024
Hungary,HUN,Government Effectiveness: Estimate,GE.EST,2013,0.678418397903442
Hungary,HUN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.796646118164062
Hungary,HUN,Regulatory Quality: Estimate,RQ.EST,2013,0.899946391582489
Hungary,HUN,Rule of Law: Estimate,RL.EST,2013,0.583020031452179
Hungary,HUN,Voice and Accountability: Estimate,VA.EST,2013,0.737164616584778
Ireland,IRL,Control of Corruption: Estimate,CC.EST,2013,1.64604413509369
Ireland,IRL,Government Effectiveness: Estimate,GE.EST,2013,1.50404286384583
Ireland,IRL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.901075720787048
Ireland,IRL,Regulatory Quality: Estimate,RQ.EST,2013,1.57406163215637
Ireland,IRL,Rule of Law: Estimate,RL.EST,2013,1.70915448665619
Ireland,IRL,Voice and Accountability: Estimate,VA.EST,2013,1.31168913841248
Italy,ITA,Control of Corruption: Estimate,CC.EST,2013,0.070905864238739
Italy,ITA,Government Effectiveness: Estimate,GE.EST,2013,0.532426714897156
Italy,ITA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.495499193668365
Italy,ITA,Regulatory Quality: Estimate,RQ.EST,2013,0.778938114643097
Italy,ITA,Rule of Law: Estimate,RL.EST,2013,0.436259418725967
Italy,ITA,Voice and Accountability: Estimate,VA.EST,2013,0.954193353652954
Latvia,LVA,Control of Corruption: Estimate,CC.EST,2013,0.321280241012573
Latvia,LVA,Government Effectiveness: Estimate,GE.EST,2013,0.87935084104538
Latvia,LVA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.593635261058807
Latvia,LVA,Regulatory Quality: Estimate,RQ.EST,2013,1.03710293769836
Latvia,LVA,Rule of Law: Estimate,RL.EST,2013,0.762152135372162
Latvia,LVA,Voice and Accountability: Estimate,VA.EST,2013,0.770385980606079
Lithuania,LTU,Control of Corruption: Estimate,CC.EST,2013,0.418842434883118
Lithuania,LTU,Government Effectiveness: Estimate,GE.EST,2013,0.8258997797966
Lithuania,LTU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.964532315731049
Lithuania,LTU,Regulatory Quality: Estimate,RQ.EST,2013,1.14700925350189
Lithuania,LTU,Rule of Law: Estimate,RL.EST,2013,0.829998910427094
Lithuania,LTU,Voice and Accountability: Estimate,VA.EST,2013,0.940006256103516
Luxembourg,LUX,Control of Corruption: Estimate,CC.EST,2013,2.11570620536804
Luxembourg,LUX,Government Effectiveness: Estimate,GE.EST,2013,1.62242209911346
Luxembourg,LUX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,1.33524811267853
Luxembourg,LUX,Regulatory Quality: Estimate,RQ.EST,2013,1.77097725868225
Luxembourg,LUX,Rule of Law: Estimate,RL.EST,2013,1.80755913257599
Luxembourg,LUX,Voice and Accountability: Estimate,VA.EST,2013,1.63103139400482
Malta,MLT,Control of Corruption: Estimate,CC.EST,2013,0.97623074054718
Malta,MLT,Government Effectiveness: Estimate,GE.EST,2013,1.25139141082764
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,1.04275786876678
Malta,MLT,Regulatory Quality: Estimate,RQ.EST,2013,1.29071772098541
Malta,MLT,Rule of Law: Estimate,RL.EST,2013,1.32581269741058
Malta,MLT,Voice and Accountability: Estimate,VA.EST,2013,1.15649199485779
Netherlands,NLD,Control of Corruption: Estimate,CC.EST,2013,2.01686978340149
Netherlands,NLD,Government Effectiveness: Estimate,GE.EST,2013,1.80873382091522
Netherlands,NLD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,1.14381539821625
Netherlands,NLD,Regulatory Quality: Estimate,RQ.EST,2013,1.76091754436493
Netherlands,NLD,Rule of Law: Estimate,RL.EST,2013,1.82529842853546
Netherlands,NLD,Voice and Accountability: Estimate,VA.EST,2013,1.56690323352814
Poland,POL,Control of Corruption: Estimate,CC.EST,2013,0.645680546760559
Poland,POL,Government Effectiveness: Estimate,GE.EST,2013,0.659244894981384
Poland,POL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.973354995250702
Poland,POL,Regulatory Quality: Estimate,RQ.EST,2013,1.052614569664
Poland,POL,Rule of Law: Estimate,RL.EST,2013,0.839544832706451
Poland,POL,Voice and Accountability: Estimate,VA.EST,2013,0.998090982437134
Portugal,PRT,Control of Corruption: Estimate,CC.EST,2013,0.91217178106308
Portugal,PRT,Government Effectiveness: Estimate,GE.EST,2013,1.19421780109406
Portugal,PRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.74876344203949
Portugal,PRT,Regulatory Quality: Estimate,RQ.EST,2013,0.798301339149475
Portugal,PRT,Rule of Law: Estimate,RL.EST,2013,1.03864598274231
Portugal,PRT,Voice and Accountability: Estimate,VA.EST,2013,1.06688857078552
Romania,ROU,Control of Corruption: Estimate,CC.EST,2013,-0.301038712263107
Romania,ROU,Government Effectiveness: Estimate,GE.EST,2013,0.134710595011711
Romania,ROU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.179133072495461
Romania,ROU,Regulatory Quality: Estimate,RQ.EST,2013,0.634414732456207
Romania,ROU,Rule of Law: Estimate,RL.EST,2013,0.190215259790421
Romania,ROU,Voice and Accountability: Estimate,VA.EST,2013,0.311483293771744
Slovak Republic,SVK,Control of Corruption: Estimate,CC.EST,2013,0.0489006824791431
Slovak Republic,SVK,Government Effectiveness: Estimate,GE.EST,2013,0.725380659103394
Slovak Republic,SVK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,1.11951816082001
Slovak Republic,SVK,Regulatory Quality: Estimate,RQ.EST,2013,0.927780389785767
Slovak Republic,SVK,Rule of Law: Estimate,RL.EST,2013,0.463767737150192
Slovak Republic,SVK,Voice and Accountability: Estimate,VA.EST,2013,0.959501922130585
Slovenia,SVN,Control of Corruption: Estimate,CC.EST,2013,0.722197890281677
Slovenia,SVN,Government Effectiveness: Estimate,GE.EST,2013,1.00098669528961
Slovenia,SVN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.882251679897308
Slovenia,SVN,Regulatory Quality: Estimate,RQ.EST,2013,0.624960362911224
Slovenia,SVN,Rule of Law: Estimate,RL.EST,2013,0.994512796401978
Slovenia,SVN,Voice and Accountability: Estimate,VA.EST,2013,1.00185775756836
Spain,ESP,Control of Corruption: Estimate,CC.EST,2013,0.926990270614624
Spain,ESP,Government Effectiveness: Estimate,GE.EST,2013,1.16768598556519
Spain,ESP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,0.0120177594944835
Spain,ESP,Regulatory Quality: Estimate,RQ.EST,2013,0.932680726051331
Spain,ESP,Rule of Law: Estimate,RL.EST,2013,1.02537167072296
Spain,ESP,Voice and Accountability: Estimate,VA.EST,2013,0.988832354545593
Sweden,SWE,Control of Corruption: Estimate,CC.EST,2013,2.239426612854
Sweden,SWE,Government Effectiveness: Estimate,GE.EST,2013,1.78899824619293
Sweden,SWE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2013,1.12777805328369
Sweden,SWE,Regulatory Quality: Estimate,RQ.EST,2013,1.8954666852951
Sweden,SWE,Rule of Law: Estimate,RL.EST,2013,1.95059812068939
Sweden,SWE,Voice and Accountability: Estimate,VA.EST,2013,1.65803611278534
Austria,AUT,Control of Corruption: Estimate,CC.EST,2014,1.46650183200836
Austria,AUT,Government Effectiveness: Estimate,GE.EST,2014,1.5529956817627
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2014,1.27070045471191
Austria,AUT,Regulatory Quality: Estimate,RQ.EST,2014,1.48217010498047
Austria,AUT,Rule of Law: Estimate,RL.EST,2014,1.93843615055084
Austria,AUT,Voice and Accountability: Estimate,VA.EST,2014,1.39129602909088
Belgium,BEL,Control of Corruption: Estimate,CC.EST,2014,1.51272034645081
Belgium,BEL,Government Effectiveness: Estimate,GE.EST,2014,1.51735270023346
Belgium,BEL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2014,0.701269447803497
Belgium,BEL,Regulatory Quality: Estimate,RQ.EST,2014,1.15288519859314
Belgium,BEL,Rule of Law: Estimate,RL.EST,2014,1.54851686954498
Belgium,BEL,Voice and Accountability: Estimate,VA.EST,2014,1.36629962921143
Bulgaria,BGR,Control of Corruption: Estimate,CC.EST,2014,-0.303166449069977
Bulgaria,BGR,Government Effectiveness: Estimate,GE.EST,2014,-0.112378895282745
Bulgaria,BGR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2014,0.0785408988595009
Bulgaria,BGR,Regulatory Quality: Estimate,RQ.EST,2014,0.585273623466492
Bulgaria,BGR,Rule of Law: Estimate,RL.EST,2014,-0.0820291489362717
Bulgaria,BGR,Voice and Accountability: Estimate,VA.EST,2014,0.366472214460373
Croatia,HRV,Control of Corruption: Estimate,CC.EST,2014,0.200835213065147
Croatia,HRV,Government Effectiveness: Estimate,GE.EST,2014,0.676334917545319
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2014,0.619112372398376
Croatia,HRV,Regulatory Quality: Estimate,RQ.EST,2014,0.276575356721878
Croatia,HRV,Rule of Law: Estimate,RL.EST,2014,0.218224167823792
Croatia,HRV,Voice and Accountability: Estimate,VA.EST,2014,0.514897346496582
Cyprus,CYP,Control of Corruption: Estimate,CC.EST,2014,1.07067537307739
Cyprus,CYP,Government Effectiveness: Estimate,GE.EST,2014,1.13519954681396
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2014,0.551882088184357
Cyprus,CYP,Regulatory Quality: Estimate,RQ.EST,2014,1.09409928321838
Cyprus,CYP,Rule of Law: Estimate,RL.EST,2014,1.07471680641174
Cyprus,CYP,Voice and Accountability: Estimate,VA.EST,2014,1.0199453830719
Czechia,CZE,Control of Corruption: Estimate,CC.EST,2014,0.429756611585617
Czechia,CZE,Government Effectiveness: Estimate,GE.EST,2014,1.03113341331482
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,2014,0.989990472793579
Czechia,CZE,Regulatory Quality: Estimate,RQ.EST,2014,1.00139343738556
